,Unnamed: 0,reviews,cleaned_reviews,sentiment_score
767,767,"I had some difficulty from the start, after my initial booking the website repeatedly asked me to log in, even though I was already logged in. I wanted to reserve seats and request special meals. It took me 2 days to achive this. I was amazed by the cost of reserving ordinary seats, no extra legroom, this bumped the price up for 4 people by £328 and seats were only booked on the LHR-KUL and return KUL-LHR legs. I had difficulty checking in using the BA app and eventually did it using Malaysia Airlines app. Checking in online was only allowed 24hrs before making things a little awkward being in Kuching for our return leg with an 8 hr time difference. I was looking forward to flying on the Boeing 787 but it really is just a dream. Food choices we were told ran out at breakfast, the choice was full English or just an omelette, but the full English ran out or so we were told, but looking over my shoulder a few minutes later and another trolley had appeared with the full English on it. Earlier meals were ok with beer, wine and other drinks available. There was very little attention by cabin crew between main meals and we had to go to the rear galley to ask for water. For an over 12h flight, I think the cabin should at least be visited 2-3 times. Toilets were clean and worked ok and the aircraft as a whole was clean and tidy. The IFE selection was superb with many of the latest films available along with games and music. Our return flight from KL to London was very cold, the Boeing 787 has no way of changing the airflow to your seat.",i had some difficulty from the start after my initial booking the website repeatedly asked me to log in even though i was already logged in i wanted to reserve seats and request special meals it took me 2 days to achive this i was amazed by the cost of reserving ordinary seats no extra legroom this bumped the price up for 4 people by 328 and seats were only booked on the lhrkul and return kullhr legs i had difficulty checking in using the ba app and eventually did it using malaysia airlines app checking in online was only allowed 24hrs before making things a little awkward being in kuching for our return leg with an 8 hr time difference i was looking forward to flying on the boeing 787 but it really is just a dream food choices we were told ran out at breakfast the choice was full english or just an omelette but the full english ran out or so we were told but looking over my shoulder a few minutes later and another trolley had appeared with the full english on it earlier meals were ok with beer wine and other drinks available there was very little attention by cabin crew between main meals and we had to go to the rear galley to ask for water for an over 12h flight i think the cabin should at least be visited 23 times toilets were clean and worked ok and the aircraft as a whole was clean and tidy the ife selection was superb with many of the latest films available along with games and music our return flight from kl to london was very cold the boeing 787 has no way of changing the airflow to your seat,"{'neg': 0.03, 'neu': 0.887, 'pos': 0.084, 'compound': 0.9598}"
768,768,"London to Dusseldorf. No free drinks or food, which is pretty normal for short haul flights. Crew was pretty average Seat was average. Ground crew was pretty nice. No inflight entertainment. ",london to dusseldorf no free drinks or food which is pretty normal for short haul flights crew was pretty average seat was average ground crew was pretty nice no inflight entertainment ,"{'neg': 0.096, 'neu': 0.501, 'pos': 0.403, 'compound': 0.9337}"
769,769,"London to Seoul. Nightmare experience with British Airways almost constantly. My Business cabin is downgraded to economy at the last minute with a 12 hours long-hauls flight! Lounge simy sucks, cheap, noisy and croweed. Multiple malfunction items on the aircraft including unfolded table. Given the price it Charge, certainly one of the worst airlines one can possible take.",london to seoul nightmare experience with british airways almost constantly my business cabin is downgraded to economy at the last minute with a 12 hours longhauls flight lounge simy sucks cheap noisy and croweed multiple malfunction items on the aircraft including unfolded table given the price it charge certainly one of the worst airlines one can possible take,"{'neg': 0.13, 'neu': 0.832, 'pos': 0.038, 'compound': -0.7096}"
770,770,"London to Vancouver. Economy was a lot more cramped than I expected. BA had crammed seats in. Crew were okay. Food reasonable really although I had upgraded my food which came before everyone else had theirs which was a shame. Flew back premium class, more room. I probably won’t use them in November when I go back. Timing was good and air quality felt ok as I didn’t get a headache.",london to vancouver economy was a lot more cramped than i expected ba had crammed seats in crew were okay food reasonable really although i had upgraded my food which came before everyone else had theirs which was a shame flew back premium class more room i probably wont use them in november when i go back timing was good and air quality felt ok as i didnt get a headache,"{'neg': 0.045, 'neu': 0.854, 'pos': 0.101, 'compound': 0.4404}"
771,771,"❎ Newcastle to Delhi via London. At check-in , I was charged for carrying 2.8 kilos extra, which is of no problem. I paid a total of £65 for 2.8 kilos. On my flight from London to Delhi, during boarding I asked for water to which the attendant told she would get but she was busy as customers were boarding the flight. I then  asked for a bottle of water  which she seemed to forget.  2 hours into the  journey, my in-flight entertainment system got stuck on the TV and Radio feature. When the dinner was served, Ithe meal consisted of chicken gravy and mash, along with bread butter and a mousse. Delays caused by British Airways resulted in the flight reaching Delhi late and me missing my connecting flight. But as I landed at Delhi and picked my baggage from the belt, a British Airways staff was ready with another ticket from Delhi to Mumbai without me even asking. ", newcastle to delhi via london at checkin  i was charged for carrying 28 kilos extra which is of no problem i paid a total of 65 for 28 kilos on my flight from london to delhi during boarding i asked for water to which the attendant told she would get but she was busy as customers were boarding the flight i then  asked for a bottle of water  which she seemed to forget  2 hours into the  journey my inflight entertainment system got stuck on the tv and radio feature when the dinner was served ithe meal consisted of chicken gravy and mash along with bread butter and a mousse delays caused by british airways resulted in the flight reaching delhi late and me missing my connecting flight but as i landed at delhi and picked my baggage from the belt a british airways staff was ready with another ticket from delhi to mumbai without me even asking ,"{'neg': 0.078, 'neu': 0.865, 'pos': 0.057, 'compound': -0.09}"
772,772,"Miami to Delhi via London.  The BA business class I flew for the first time recently was the worst I have  flown. Whereas most have four seats across British Airways has eight! The lay down beds are hard, thin and short. Not worth the money.",miami to delhi via london  the ba business class i flew for the first time recently was the worst i have  flown whereas most have four seats across british airways has eight the lay down beds are hard thin and short not worth the money,"{'neg': 0.152, 'neu': 0.848, 'pos': 0.0, 'compound': -0.7324}"
773,773,"London to Sydney via Singapore. Checked in with a bag which was 23.4kg. My allowance was 23kg. I was made to repackage the bag and take two pairs of shoes out and place them in my hand luggage, really? I found the food on both legs of the flight horrible.",london to sydney via singapore checked in with a bag which was 234kg my allowance was 23kg i was made to repackage the bag and take two pairs of shoes out and place them in my hand luggage really i found the food on both legs of the flight horrible,"{'neg': 0.068, 'neu': 0.87, 'pos': 0.062, 'compound': -0.0772}"
774,774,"Phoenix to Amsterdam via London. It was 10 hrs on a delayed flight, in a cramped seat with no lights, no call light. No entertainment of any sort, and food I found exceptionally bad. The B747 that was terribly maintained. The offer of 20.GBP for compensation is insulting and further exemplifies a lack of concern for your passengers comfort and safety.",phoenix to amsterdam via london it was 10 hrs on a delayed flight in a cramped seat with no lights no call light no entertainment of any sort and food i found exceptionally bad the b747 that was terribly maintained the offer of 20gbp for compensation is insulting and further exemplifies a lack of concern for your passengers comfort and safety,"{'neg': 0.283, 'neu': 0.609, 'pos': 0.107, 'compound': -0.9061}"
775,775,"Standard, run of the mill airline for today's economy. Flew Tel Aviv to New York, with a two hour layover in London Heathrow. Crew was fine, entertainment system on the London to New York leg was very nice. The special meal I ordered was not on either of the two flights. I  called them two and a half weeks prior to departure to check that the meals were in the system, and was assured they were. I submitted a complaint to ba.com and the responses I received were lame and unacceptable. Not a stitch of good will was forthcoming from British Airways, as I suggested topping off my Avios balance to a mere 5000 points (my balance is around 3500). ",standard run of the mill airline for todays economy flew tel aviv to new york with a two hour layover in london heathrow crew was fine entertainment system on the london to new york leg was very nice the special meal i ordered was not on either of the two flights i  called them two and a half weeks prior to departure to check that the meals were in the system and was assured they were i submitted a complaint to bacom and the responses i received were lame and unacceptable not a stitch of good will was forthcoming from british airways as i suggested topping off my avios balance to a mere 5000 points my balance is around 3500 ,"{'neg': 0.084, 'neu': 0.811, 'pos': 0.106, 'compound': 0.4119}"
776,776,"Belfast City to Atlanta via London Heathrow T5. Check-in was fairly smooth at Belfast as it was early in the morning. However, when the agent called me over the check me in, he was all flustered that I wasn't an elite Executive Club member although my boyfriend had just checked in with the same agent without any difficulty. I knew he was working the premium line, but nobody was standing in it, and I was standing in the regular line when he called me. After about 20 minutes, I finally got a boarding pass to go through security. The flight from BHD to LHR was uneventful and bare-bones, as nothing was served for free on the flight. My boyfriend therefore hated it, as we're used to getting better service on American in the US, but I was fully aware that BA had turned itself into a glorified EasyJet. Once we arrived to LHR, I continued by myself to Atlanta on BA and was shocked at the crowded, user-unfriendly T5. Although I suppose it was pretty in some ways, I had to sit in one of the dank cattle pits they hold people in until their flight is called, so it felt very crowded and hot. After my flight was called, I found myself on a crowded shuttle to the plane with pushy people. Boarding was straightforward, however, and the flight attendants were very polite and helpful to customers, even in economy. The flight product was just OK in my view. I had an exit row aisle seat, and while I had extra room and a nice headrest, the seat was right by the lav, so it stank. IFE was fine with a decent selection, but it was not as complete as Delta's. The food was the bland equivalent of what Delta serves, so no brownie points there, and the ""tea"" service they had was terrible: we were given half-sandwiches in plastic wrap without a tray and then only with a limited selection of beverages. I remember years ago when BA was a premium carrier and served very nice things to its passengers with a friendly smile. Those smiles have disappeared for the most part, and the feeling of flying a special carrier is no longer there. However, I arrived on time and promptly got my bag. The 777 was also nice and spacious and the flight attendants were polite, so I might fly them again, though I would not recommend BA due to the crowds and discomfort I experienced at T5.",belfast city to atlanta via london heathrow t5 checkin was fairly smooth at belfast as it was early in the morning however when the agent called me over the check me in he was all flustered that i wasnt an elite executive club member although my boyfriend had just checked in with the same agent without any difficulty i knew he was working the premium line but nobody was standing in it and i was standing in the regular line when he called me after about 20 minutes i finally got a boarding pass to go through security the flight from bhd to lhr was uneventful and barebones as nothing was served for free on the flight my boyfriend therefore hated it as were used to getting better service on american in the us but i was fully aware that ba had turned itself into a glorified easyjet once we arrived to lhr i continued by myself to atlanta on ba and was shocked at the crowded userunfriendly t5 although i suppose it was pretty in some ways i had to sit in one of the dank cattle pits they hold people in until their flight is called so it felt very crowded and hot after my flight was called i found myself on a crowded shuttle to the plane with pushy people boarding was straightforward however and the flight attendants were very polite and helpful to customers even in economy the flight product was just ok in my view i had an exit row aisle seat and while i had extra room and a nice headrest the seat was right by the lav so it stank ife was fine with a decent selection but it was not as complete as deltas the food was the bland equivalent of what delta serves so no brownie points there and the tea service they had was terrible we were given halfsandwiches in plastic wrap without a tray and then only with a limited selection of beverages i remember years ago when ba was a premium carrier and served very nice things to its passengers with a friendly smile those smiles have disappeared for the most part and the feeling of flying a special carrier is no longer there however i arrived on time and promptly got my bag the 777 was also nice and spacious and the flight attendants were polite so i might fly them again though i would not recommend ba due to the crowds and discomfort i experienced at t5,"{'neg': 0.086, 'neu': 0.787, 'pos': 0.127, 'compound': 0.9632}"
777,777,"Buenos Aires to London. I wish to thank the crew that was so nice to me while I was terribly sick. Wish I knew their names! They gave me medicine, a blanket and caressed my back while I was crying from the stomach ache. Forever grateful.",buenos aires to london i wish to thank the crew that was so nice to me while i was terribly sick wish i knew their names they gave me medicine a blanket and caressed my back while i was crying from the stomach ache forever grateful,"{'neg': 0.213, 'neu': 0.541, 'pos': 0.246, 'compound': 0.2302}"
778,778,"London to Nashville. The worst airline Trans-Atlantic. Despite looking forward to flying on this new route to Nashville, British Airways ruined this trip. The flight was delayed by over three hours, whilst they ostensibly replaced the damaged aircraft with an inbound Boeing 787-9 from San Jose. The airplane was filthy dirty in Club Class, which is bad enough having to suffer the awful, dated, Club Class ying-yang facing, narrow seats with divider. Business Class on British Airways is the worst of any airline. The WIFI was out of service. On late arrival in Nashville, my luggage arrived soaking wet, and I was unable to change clothes. On my return to the UK, I contacted British Airways Customer Relations to seek compensation, and got the usual pathetic, mainly computer generated, insincere apology. I am now forced to haggle with British Airways, and endure their woeful so-called Customer Relations department. It is a real shame to witness the decline of this national carrier. British Airways treat their premium class customers with contempt. This is what happens when an airline has a monopoly from Heathrow. ",london to nashville the worst airline transatlantic despite looking forward to flying on this new route to nashville british airways ruined this trip the flight was delayed by over three hours whilst they ostensibly replaced the damaged aircraft with an inbound boeing 7879 from san jose the airplane was filthy dirty in club class which is bad enough having to suffer the awful dated club class yingyang facing narrow seats with divider business class on british airways is the worst of any airline the wifi was out of service on late arrival in nashville my luggage arrived soaking wet and i was unable to change clothes on my return to the uk i contacted british airways customer relations to seek compensation and got the usual pathetic mainly computer generated insincere apology i am now forced to haggle with british airways and endure their woeful socalled customer relations department it is a real shame to witness the decline of this national carrier british airways treat their premium class customers with contempt this is what happens when an airline has a monopoly from heathrow ,"{'neg': 0.228, 'neu': 0.754, 'pos': 0.018, 'compound': -0.9925}"
779,779,Flight was delayed by almost two hours and it was nice when they gave us the only Boeing 747-400 that was in old BOAC retro colours the seats where wide and comfortable plenty of storage the IFE was average food was good and in generous portions but what stood out was the high level of service and friendliness!,flight was delayed by almost two hours and it was nice when they gave us the only boeing 747400 that was in old boac retro colours the seats where wide and comfortable plenty of storage the ife was average food was good and in generous portions but what stood out was the high level of service and friendliness,"{'neg': 0.022, 'neu': 0.793, 'pos': 0.185, 'compound': 0.8658}"
780,780,"Just checked in for a flight from Newcastle with BA. The check in process was disgusting. 45 minutes queuing. 2 BA staff working in two desks, one of which was a virtually empty priority queue in which the female checking assistant spent a large proportion of her time chatting to a colleague from Air France in the adjacent desk! The process was ridiculously slow with each check in taking several minutes. When the priority queue representative deigned to check economy passengers, she seemed to take an eternity. In the 45 minutes it took us, the queue never dropped below about 100 people. I have never queued in a slower or more disorganised check in desk. The adjacent Jet2 desks had seven staffed desks and I counted 14 staff! The “welcome” sign displayed at the BA desk should have been located at the start of the queue with the additional wording of “you’re in for a long wait”. To cap it all, after enduring the queue, we’re now delayed 40 minutes thus far! So unprofessional!",just checked in for a flight from newcastle with ba the check in process was disgusting 45 minutes queuing 2 ba staff working in two desks one of which was a virtually empty priority queue in which the female checking assistant spent a large proportion of her time chatting to a colleague from air france in the adjacent desk the process was ridiculously slow with each check in taking several minutes when the priority queue representative deigned to check economy passengers she seemed to take an eternity in the 45 minutes it took us the queue never dropped below about 100 people i have never queued in a slower or more disorganised check in desk the adjacent jet2 desks had seven staffed desks and i counted 14 staff the welcome sign displayed at the ba desk should have been located at the start of the queue with the additional wording of youre in for a long wait to cap it all after enduring the queue were now delayed 40 minutes thus far so unprofessional,"{'neg': 0.078, 'neu': 0.905, 'pos': 0.017, 'compound': -0.8671}"
781,781,"Gatwick to Madrid. When I arrived I waited for one and a half hours for my one suitcase. It didn’t arrive.  I was asked to fill in a ‘lost luggage’ form which I did and given a number to call the next day. The representative said she’d make sure the suitcase was delivered by 5.00 p.m. I was out during the day. When I returned later that evening there was no suitcase. It hadn’t been delivered. The next morning (Sunday) I phoned the number again. The answer message said phone back on Monday. As I was leaving on Sunday night this was pointless. I was leaving Madrid at 8.30 pm. My one suitcase arrived two hours before I left Madrid. So I spent the whole time in Madrid without my medicines, change of clothes, toiletries etc which ended up wasting a lot of my (short, valuable) time buying essentials that I needed whilst there.",gatwick to madrid when i arrived i waited for one and a half hours for my one suitcase it didnt arrive  i was asked to fill in a lost luggage form which i did and given a number to call the next day the representative said shed make sure the suitcase was delivered by 500 pm i was out during the day when i returned later that evening there was no suitcase it hadnt been delivered the next morning sunday i phoned the number again the answer message said phone back on monday as i was leaving on sunday night this was pointless i was leaving madrid at 830 pm my one suitcase arrived two hours before i left madrid so i spent the whole time in madrid without my medicines change of clothes toiletries etc which ended up wasting a lot of my short valuable time buying essentials that i needed whilst there,"{'neg': 0.049, 'neu': 0.896, 'pos': 0.055, 'compound': -0.0516}"
782,782,"My boyfriend and I wanted to return from our trip to London a day early but the BA app and website continued to glitch so I called to ask how much it would be to leave a day earlier. I was told that the penalty fee for changing the flight is $275 each and there’s a $50 fee for them to do it over the phone that’s $600, and the price of a flight by itself. We decided to try our luck again changing it on the app and paid $550 to change our flight to one day earlier to make it back for an event. The flight was delayed and arrived 1hr 55 mins late. We missed our event. The plane was filthy and my tv didn’t work. I asked the flight attendant for something to clean the slimy finger smears off the screen with and she told me it’s normal wear and tear but I could get toilet paper from the bathroom. I called to ask for a refund for the fees since the flight was delayed but they told me they can’t give us a refund because we got on the flight.",my boyfriend and i wanted to return from our trip to london a day early but the ba app and website continued to glitch so i called to ask how much it would be to leave a day earlier i was told that the penalty fee for changing the flight is 275 each and theres a 50 fee for them to do it over the phone thats 600 and the price of a flight by itself we decided to try our luck again changing it on the app and paid 550 to change our flight to one day earlier to make it back for an event the flight was delayed and arrived 1hr 55 mins late we missed our event the plane was filthy and my tv didnt work i asked the flight attendant for something to clean the slimy finger smears off the screen with and she told me its normal wear and tear but i could get toilet paper from the bathroom i called to ask for a refund for the fees since the flight was delayed but they told me they cant give us a refund because we got on the flight,"{'neg': 0.065, 'neu': 0.896, 'pos': 0.038, 'compound': -0.5023}"
783,783,"I had kept my laptop bag in the overhead cabin. Somebody got in a bigger cabin bag and they couldn't fit the bag in the space remaining, so they kept the bag on my laptop bag. When I asked the flight attendant to help me with this, he asked me to keep my luggage down.  I was travelling with only one laptop bag, placed it in the cabin right over my seat and instead of asking the oversized bag to be placed properly or kept it elsewhere, my bag which was in place before the oversized bag came in was asked to be moved out. How fair is this? ",i had kept my laptop bag in the overhead cabin somebody got in a bigger cabin bag and they couldnt fit the bag in the space remaining so they kept the bag on my laptop bag when i asked the flight attendant to help me with this he asked me to keep my luggage down  i was travelling with only one laptop bag placed it in the cabin right over my seat and instead of asking the oversized bag to be placed properly or kept it elsewhere my bag which was in place before the oversized bag came in was asked to be moved out how fair is this ,"{'neg': 0.019, 'neu': 0.935, 'pos': 0.046, 'compound': 0.4386}"
784,784,"London to Delhi. A truly first class experience from check in to landing. I am a frequent flyer with BA and have not always had an amazing experience, this one was. Check in was easy and swift and the Concorde Room was excellent. The flight itself was wonderful, while I accept it isn’t the best first class cabin in the skies the service is second to none. The cabin crew were friendly greeting us by name and showing us personally to our seats. Throughout they ensured we were very well looked after without them being overbearing. New soft product is very good and food definitely much improved. ",london to delhi a truly first class experience from check in to landing i am a frequent flyer with ba and have not always had an amazing experience this one was check in was easy and swift and the concorde room was excellent the flight itself was wonderful while i accept it isnt the best first class cabin in the skies the service is second to none the cabin crew were friendly greeting us by name and showing us personally to our seats throughout they ensured we were very well looked after without them being overbearing new soft product is very good and food definitely much improved ,"{'neg': 0.026, 'neu': 0.68, 'pos': 0.295, 'compound': 0.9864}"
785,785,"London Heathrow to Dubai. Last Sunday we unfortunately missed our BA flight to Dubai due to unforeseen circumstances, so we booked the next available flight for the morning which was with Emirates. Today we arrived at Dubai airport expecting to board the flight home that we had already paid for months in advance. At check in the BA staff told us that our flight had been cancelled as we missed our outgoing flight. We have not received a refund for the seats and they have refused to refund us the tickets we had brought. ",london heathrow to dubai last sunday we unfortunately missed our ba flight to dubai due to unforeseen circumstances so we booked the next available flight for the morning which was with emirates today we arrived at dubai airport expecting to board the flight home that we had already paid for months in advance at check in the ba staff told us that our flight had been cancelled as we missed our outgoing flight we have not received a refund for the seats and they have refused to refund us the tickets we had brought ,"{'neg': 0.11, 'neu': 0.868, 'pos': 0.022, 'compound': -0.7783}"
786,786,"London to Seattle. My husband and I have used this service for a number of years as our son lives in America. We have always been very satisfied with the service. Unfortunately I was taken ill on this flight and the service went from good to superb! I’d like to thank the cabin crew and Captain for the care I received during the last two hours of the flight. Advice was sought via radio, I was made comfortable in the galley, at least one crew member with me at all times, given oxygen etc. paramedic boarded the plane and escorted me off when I was then given a thorough medical check, a wheel chair was waiting and we were fast tracked through customs as I was not well enough to walk to the car park. We met the crew at the lift and the captain came to ask how I was. Many thanks to all of the and apologies to passengers that I must have disturbed.",london to seattle my husband and i have used this service for a number of years as our son lives in america we have always been very satisfied with the service unfortunately i was taken ill on this flight and the service went from good to superb id like to thank the cabin crew and captain for the care i received during the last two hours of the flight advice was sought via radio i was made comfortable in the galley at least one crew member with me at all times given oxygen etc paramedic boarded the plane and escorted me off when i was then given a thorough medical check a wheel chair was waiting and we were fast tracked through customs as i was not well enough to walk to the car park we met the crew at the lift and the captain came to ask how i was many thanks to all of the and apologies to passengers that i must have disturbed,"{'neg': 0.054, 'neu': 0.8, 'pos': 0.145, 'compound': 0.9449}"
787,787,"Johannesburg to London. I booked a seat without luggage. Firstly one cannot make one booking for two passengers if only one has luggage. This caused an issue when trying to seat together. When the passenger without luggage tried to move seats (normally a free option for standard seats), you get advised that you have to pay. This was not disclosed when the booking was made. It was irritating because one of us was ill. ",johannesburg to london i booked a seat without luggage firstly one cannot make one booking for two passengers if only one has luggage this caused an issue when trying to seat together when the passenger without luggage tried to move seats normally a free option for standard seats you get advised that you have to pay this was not disclosed when the booking was made it was irritating because one of us was ill ,"{'neg': 0.093, 'neu': 0.865, 'pos': 0.043, 'compound': -0.4404}"
788,788,London to Milan. Evening outbound flight with some on board space so middle seat was empty. Boarding by group number worked effectively and I was able to store my laptop in the overhead. Free newspapers were available in the jet way. Passengers were warmly greeted. I was one row behind emergency exit and despite numerous requests from the steward woman in front was very challenging in agreeing to have her bag stored in the overhead which the steward handled very politely and patiently. Usual on board trolley service which I didn't use. Flight departed 10 minutes late due to lengthy taxi way and due to a head wind arrived in Linate 20 minutes late. Return flight could have been a challenge due to Italian strike but the very full flight departed on time and landed 15 minutes early. The cabin crew on this flight were excellent especially the senior stewardess who was warm and friendly towards every single customer - outstanding. We were taken off the aircraft and bussed into T5 which I think actually saved time as the entrance is directly below passport control. All in all a couple of very good flights.,london to milan evening outbound flight with some on board space so middle seat was empty boarding by group number worked effectively and i was able to store my laptop in the overhead free newspapers were available in the jet way passengers were warmly greeted i was one row behind emergency exit and despite numerous requests from the steward woman in front was very challenging in agreeing to have her bag stored in the overhead which the steward handled very politely and patiently usual on board trolley service which i didnt use flight departed 10 minutes late due to lengthy taxi way and due to a head wind arrived in linate 20 minutes late return flight could have been a challenge due to italian strike but the very full flight departed on time and landed 15 minutes early the cabin crew on this flight were excellent especially the senior stewardess who was warm and friendly towards every single customer  outstanding we were taken off the aircraft and bussed into t5 which i think actually saved time as the entrance is directly below passport control all in all a couple of very good flights,"{'neg': 0.021, 'neu': 0.798, 'pos': 0.181, 'compound': 0.9859}"
789,789,"The connecting flight to Johannesburg was on an older 737-400 with proper business class seats and lots of legroom. Pre-take off drinks offered and a decent meal for a short flight. Everything went smoothly and service was good. Boarding for the main flight was on time and proceeded smoothly, we were seated on the upper deck in the forward cabin. Much has been said about the BA ying-yang seat configuration. The seats are narrow, and there is a lack of privacy for the aisle seat, with probably the main complaint being lack of storage for personal items around the seat. However the seat is very comfortable in any position, and the White Company bedding is excellent. We had an aisle / centre seats at the rear of the cabin, which worked well as a couple with the privacy screen left down. The centre seat does have a shelf for personal belongings, and access from this seat does not require stepping over another passenger. The service on this flight was superb, from the welcome on boarding and continuing throughout the flight - very efficient, quick to respond, and super friendly. Preflight champagne or fruit juice was offered as soon as we were seated, with a bar service as soon as the seat belt light was off. There was a choice of 4 starters, 3 mains, and 3 sweets or cheeseboard, with a decent choice of wines. Breakfast offered a good choice, although we were happy with just the fruit, yoghurt, and bread. There could be no complaints in respect of catering. The A380 is a super aircraft and very quiet, but without doubt the major feature of this flight was the fantastic crew. Our connecting flight to Leeds was good, but compared with our South African flight it was noticeable that this was economy class seats and spacing with just an empty middle seat. It is a short flight, but there was still a full meal service. The only poor aspect on this trip was arrival in Leeds. The airport seems quite run-down, escalator not working, and few staff to be seen. There was only one other arrival, but we still waited over 30 minutes for luggage to come through.",the connecting flight to johannesburg was on an older 737400 with proper business class seats and lots of legroom pretake off drinks offered and a decent meal for a short flight everything went smoothly and service was good boarding for the main flight was on time and proceeded smoothly we were seated on the upper deck in the forward cabin much has been said about the ba yingyang seat configuration the seats are narrow and there is a lack of privacy for the aisle seat with probably the main complaint being lack of storage for personal items around the seat however the seat is very comfortable in any position and the white company bedding is excellent we had an aisle  centre seats at the rear of the cabin which worked well as a couple with the privacy screen left down the centre seat does have a shelf for personal belongings and access from this seat does not require stepping over another passenger the service on this flight was superb from the welcome on boarding and continuing throughout the flight  very efficient quick to respond and super friendly preflight champagne or fruit juice was offered as soon as we were seated with a bar service as soon as the seat belt light was off there was a choice of 4 starters 3 mains and 3 sweets or cheeseboard with a decent choice of wines breakfast offered a good choice although we were happy with just the fruit yoghurt and bread there could be no complaints in respect of catering the a380 is a super aircraft and very quiet but without doubt the major feature of this flight was the fantastic crew our connecting flight to leeds was good but compared with our south african flight it was noticeable that this was economy class seats and spacing with just an empty middle seat it is a short flight but there was still a full meal service the only poor aspect on this trip was arrival in leeds the airport seems quite rundown escalator not working and few staff to be seen there was only one other arrival but we still waited over 30 minutes for luggage to come through,"{'neg': 0.038, 'neu': 0.85, 'pos': 0.112, 'compound': 0.9764}"
790,790,"London Heathrow to Los Angeles. Very nice experience. I read other reviews slamming BA but that was not the experience we had. From the check in to the lounge and on board the flight our experience was fantastic. Crew on the flight was outstanding and very attentive. Food was good, not great, but very good. Seats worked well and comfy (more on that in the seat review). Again, the flight crew and make or break the experience and this crew hit a home run. In flight entertainment worked well but was not streaming with I like over the monitors. AA does a very good job on this One World route as well but I would take BA over AA if you can but both airlines do a good job on these longer hauls.",london heathrow to los angeles very nice experience i read other reviews slamming ba but that was not the experience we had from the check in to the lounge and on board the flight our experience was fantastic crew on the flight was outstanding and very attentive food was good not great but very good seats worked well and comfy more on that in the seat review again the flight crew and make or break the experience and this crew hit a home run in flight entertainment worked well but was not streaming with i like over the monitors aa does a very good job on this one world route as well but i would take ba over aa if you can but both airlines do a good job on these longer hauls,"{'neg': 0.044, 'neu': 0.71, 'pos': 0.246, 'compound': 0.9866}"
791,791,"CPT is definitely getting its act together: BA's Galleries Lounge is spacious with a good selection of food and staff actually managed to make the group boarding work for once. The upper deck is still one of the better bets when flying in Club World. That's despite the ancient yin/yang seats and the tiny IFE screen with appalling resolution. The new bedding certainly helps cushion the hard seats and the large pillow actually feels luxurious. The dinner service was according to the new CW 'soft' design, which meant delays while plates were brought out to passengers individually. On the whole, I think it works and having the 'triple bread' roll already on the tray means that the bread is there when you want it, rather than served with the dessert. Breakfast has been streamlined, too, and staff actually paid attention to the request cards filled in before takeoff. Apart from some inevitable turbulence, the flight went according to plan and we touched down 30 minutes ahead of schedule. A good flight, overall, but an old style business class experience.",cpt is definitely getting its act together bas galleries lounge is spacious with a good selection of food and staff actually managed to make the group boarding work for once the upper deck is still one of the better bets when flying in club world thats despite the ancient yinyang seats and the tiny ife screen with appalling resolution the new bedding certainly helps cushion the hard seats and the large pillow actually feels luxurious the dinner service was according to the new cw soft design which meant delays while plates were brought out to passengers individually on the whole i think it works and having the triple bread roll already on the tray means that the bread is there when you want it rather than served with the dessert breakfast has been streamlined too and staff actually paid attention to the request cards filled in before takeoff apart from some inevitable turbulence the flight went according to plan and we touched down 30 minutes ahead of schedule a good flight overall but an old style business class experience,"{'neg': 0.016, 'neu': 0.916, 'pos': 0.068, 'compound': 0.7506}"
792,792,"Sofia to Belfast via London. The legroom on the Sofia to Heathrow flight was terrible. I am not tall, but my knees were pushing against the seat in front.  Service was non existent unless you want to pay inflated prices. Where did the service go? There was a bad delay on the Belfast flight.  We were not allowed to re-enter the lounge when the plane developed a fault, as we had gone through security.  Only after 40 minutes were we allowed to re-enter the lounge. Service announcement was chaotic and contradicted what BA was sending us via texts. The delay lasted 2 hours 55 minutes, just short enough to avoid compensation. The Belfast flight had a lot more legroom than the 3-hour flight from Sofia.  I will never set foot on this airline again. ",sofia to belfast via london the legroom on the sofia to heathrow flight was terrible i am not tall but my knees were pushing against the seat in front  service was non existent unless you want to pay inflated prices where did the service go there was a bad delay on the belfast flight  we were not allowed to reenter the lounge when the plane developed a fault as we had gone through security  only after 40 minutes were we allowed to reenter the lounge service announcement was chaotic and contradicted what ba was sending us via texts the delay lasted 2 hours 55 minutes just short enough to avoid compensation the belfast flight had a lot more legroom than the 3hour flight from sofia  i will never set foot on this airline again ,"{'neg': 0.187, 'neu': 0.783, 'pos': 0.03, 'compound': -0.9731}"
